Resort;Latitude;Longitude
Ak-Bulak;43.268756;77.364822
Chimbulak - Shymbulak;43.128056;77.080833
Izki;48.639771;48.639771
Tabagan - ???????;43.210681;77.099648
Ak-Tash;42.695320;74.531681
Karakol;41.630800;72.678745
Kashka-Suu;42.641927;74.520418
Nooruz;42.546209;74.821547
Orlovka;42.748798;75.590286
Oruu-sai;42.647228;74.547703
Suluu-Tor;42.522579;74.597788
Toguz Bulak;42.669263;74.893108
333 Snow Parks;56.950501;24.412487
Andr?nkalni;57.097291;25.420011
B?k?zis;56.915925;25.925288
Baili;57.534989;25.468806
Briezkalns;56.907365;25.633994
Cigori??;56.654516;25.739057
D?jas;56.872688;25.393524
Gaizi?kalns D?mu parad?ze;56.869950;25.965140
Gaizins Golgats;56.879226;25.967288
Jekaba grava;57.014875;23.150811
Jura kalns;56.875717;25.207076
K?r?i;57.232531;25.201703
Kakiskalns;57.147237;24.830746
Kamparkalns;57.216417;22.638348
Kau?u kalns;57.529117;26.949301
L?gatnes Kalns;57.231854;25.043173
Lemberga hute;57.372948;21.538026
Lido Kalns;56.882047;25.971014
Ma???kalns;57.198503;22.605238
Me?ezers;56.660331;25.716140
Me?kalni;56.776670;24.404363
Milzkalns;57.001473;23.208039
Ozolkalns;57.294373;25.222056
P?rsteigumkalns;56.896933;25.650385
R??u kalns;56.910524;26.240161
Ramkalni;57.123940;24.658703
Reina trase;57.177888;24.820604
Riekstukalns;56.768936;24.403317
Sara kalns;56.117944;25.820066
Sauleskalns;55.995969;27.243712
Siguldas pils?tas trase;57.149817;24.837192
Vina kalns;56.602244;25.647292
Zviedru Cepure;57.034593;22.585190
?agarkalns;57.299821;25.229138
Faqra;33.981767;35.809650
Faraya - Mzaar;34.249122;36.197174
Laqlouq;34.130064;35.849219
Los Cedros;34.243330;36.048880
Qanat Bakish;33.949910;35.805473
Zaarour;33.911128;35.752900
Afri-Ski;-28.822930;28.727940
Sani Pass;-29.584794;29.287946
Malbun;47.100666;9.610537
Alytus;54.430785;24.035343
Bir?tonas;54.602029;24.025034
Ignalina;55.334858;26.187352
Kalita;55.523743;25.126264
Liepkalnis;54.655970;25.308600
Lithuania Winter Sports Center;55.335067;26.185462
Sky Resort;47.876621;107.044887
Durmitor;43.122025;19.102825
Lokve;42.828362;20.026294
Jbel Hebri;34.050000;-3.766667
Ouka?meden;31.209219;-7.814474
Broken River;-43.068676;171.659114
Cardrona Alpine Resort;-44.849999;168.950000
Coronet Peak;-44.915658;168.739746
Craigieburn Valley;-43.178669;171.747923
Fox Peak;-43.838611;170.782861
Hanmer Springs;-42.522274;172.829911
Invincible Snowfields;-44.753350;168.436699
Manganui;-38.649731;174.657846
Mount Cheeseman;-43.169426;171.643673
Mount Olympus;-43.209852;171.503922
Mount Robert;-41.832376;172.811223
Mt Hutt;-43.571778;171.546470
Mt Lyford;-42.482924;173.249536
Mt Potts;-43.454583;171.099858
Mt. Dobson Ski Area;-44.097719;170.828883
Ohau Snow Fields;-44.233269;169.790440
Porter Heights;-43.310808;171.621470
Rainbow Ski Area;-41.804379;172.844332
Remarkables;-45.066943;168.798295
Roundhill Ski Area;-43.891889;170.610735
Snowpark NZ;-44.878529;169.070749
Temple Basin;-42.946708;171.566536
Treble Cone;-44.632429;168.872622
Tukino;-39.192879;175.708333
Turoa;-39.304411;175.526896
Whakapapa;-39.209805;175.541803
Changbaishan;42.003385;128.063143
Gangchon LG Resort;37.892195;126.650390
Adneram;59.016667;6.933333
Aktiven Skiheis AS;60.373507;6.006982
Alen skisenter;62.839790;11.299953
Alta Ski.- og Alpinsenter;69.972867;23.368510
Ankenes Alpinanlegg;68.421603;17.365228
Beitostolen;61.239691;8.923906
Bislingen;60.229530;10.606810
Bislingen Fjellstue;60.229530;10.606810
Bjorli;62.258335;8.203697
Bj?rnestad Skisenter;58.662018;6.593516
Bortelid;58.824750;7.474083
Brattst?lheisen;60.865402;9.195293
Breimsbygda;61.765639;6.505306
Brokke;59.103618;7.500906
Budor;60.948649;11.289713
B?rgefjellsenteret;64.888444;13.517361
Dagali;60.393457;8.423326
Domb?s Skiheiser;62.069850;9.122301
Drammen Skisenter;59.765357;10.122491
Egersund;58.413591;6.411809
Eikedalen;60.395694;5.912861
Eikerapen;58.541700;7.363200
Fagerfjell Skisenter;59.839809;9.315646
Fefor Skisenter;61.595251;9.747147
Finse;60.604000;7.503667
Fjellhaugen;59.851028;6.065472
Fjellsyn Skitrekk;62.180106;9.809396
Folgefonn Summerski Centre;60.226694;6.433806
Freikollheisen;63.048083;7.781222
Fulufjellet;61.390113;12.647316
Furedalen Alpin;60.374687;5.984549
Galdh?piggen;61.757651;8.621682
Gaustablikk;59.881325;8.735943
Gautefall;59.060608;8.726377
Geilo;60.535892;8.204323
Gilja;58.820640;6.296120
Gol;60.725986;8.864347
Grefsenkollen - Oslo Skisenter;59.953157;10.811877
Grong;64.394417;12.320083
Gr?kallen;63.418584;10.267396
Gullingen;59.415194;6.464889
G?l?;61.505694;9.784778
Hafjell;61.233575;10.448083
Haglebu Skisenter;60.344889;9.191194
Hallbj?nn;59.356743;7.748914
Hallingskarvet;60.646472;8.028139
Haukelifjell;59.780770;7.335804
Hemsedal;60.860083;8.517028
Hodlekve - Sogndal Skisenter;61.290472;6.987917
Holtanlia Sn?park;67.300194;15.478194
Hovden;59.569083;7.348694
Hummelfjell;61.134151;11.358800
Hurdal;60.464889;11.067750
Ingierkollen;59.802791;10.786936
Jerikobakken;59.932669;10.885888
Jomfruslettheisen;61.031500;9.693000
Jotunheimen Lemonsjoen;61.755667;9.070806
Junkerdal;66.771324;15.628588
J?lster;61.482210;6.091173
Kirkerudbakken;59.905085;10.481389
Kjems?sen;65.838180;13.358252
Kjerring?sen;59.391944;11.096556
Knaben;58.664680;7.043508
Kniplia;60.064250;11.009306
Knyken;63.262361;9.744750
Kols?s;59.932046;10.521441
Kongsberg;59.662556;9.619917
Kvitfjell;61.425103;10.210797
Lerskallen;59.860167;10.829194
Lia Fjellstue;60.463417;8.364528
Lierne Skisenter;64.446556;13.719861
Lifjell;59.472650;9.027224
Lillehammer Ski Resorts;61.113304;10.464359
Ljosland;58.784389;7.331694
Lofoten Alpinsenter;68.133444;13.819417
Marikollen;59.922389;11.058000
Mer?ker;63.456357;11.693788
Middags?sen;59.497111;10.839694
M?dalstrekket Kvamskogen;60.369528;5.994750
M?svatn Skipark;59.807196;8.280944
Narvik;68.421611;17.482167
Nerskogen;62.775521;9.609664
Nesbyen;60.566768;9.100871
Nordfjord-Harpefossen;61.957493;5.931067
Nordseter;61.182853;10.617857
Norefjell;60.220639;9.598556
Nyst?lkroken Skilift;60.568314;9.102938
Oppdal;62.402726;9.589284
Ranten Skilift;60.568314;9.102938
Rauland Skisenter;59.738583;8.136167
Rauma;62.597000;7.647703
Ren?fjellet;61.685901;11.340467
Ringkollen;60.167857;10.335501
Rjukan;59.868262;8.646927
R?ldal;59.823306;6.740194
Sandviklia;69.239810;18.032436
Sauda;59.624500;6.245306
Savalen;62.303487;10.547203
Siljan - Grenland Skisenter;59.281472;9.677028
Siplo;61.227940;6.044319
Sjusete;60.386760;6.147802
Sjusj?en;61.118786;10.746260
Sjusj?en Skisenter;61.152225;10.696263
Skarslia;60.682101;8.286068
Skeikampen;62.231899;6.904472
Skillevollen;66.337806;14.092139
Slore?sen;59.847417;10.793056
Sogn skisenter;61.335884;7.216517
Steilia;68.853111;18.401778
Stordal;62.408700;7.212100
Stordalen Skisenter;60.950943;5.681648
Storefjell;60.804972;8.950139
Strandafjellet;62.290444;6.839917
Stryn - Centro de esqu? de verano;61.955278;7.360389
Sunnfjord - Bjomlia;61.475273;5.738600
Sunnm?rsalpane;62.336998;6.764120
Surnadal;62.965111;8.679778
Svanstul;59.388500;9.426611
Svarstad;59.396583;9.931361
Sysendalen Skisenter;60.413067;7.336626
S?len Alpinsenter;61.825363;11.738533
Torsbustaden Alpinsenter;63.685778;11.305806
Troms?;69.676674;19.068518
Trysilfjellet;61.304701;12.302052
Tryvann Skisenter;59.988020;10.667471
Tusten;62.766472;7.262278
Tydal;62.963783;11.789322
Tyin-Filefjell;61.201602;8.232956
T?rudbakken Skisenter;60.880357;10.964363
Uvdal / Numedal;60.269095;8.944761
Valdres;61.030352;9.243232
Vard?sen;59.811000;10.430917
Varingskollen;60.133065;10.804309
Vassfjellet;63.265651;10.398784
Vegglifjell;60.052139;9.007250
Veg?rshei Ski og Aktivitetssenter;58.754383;8.857100
Vestvatn;67.073455;14.979205
Vierli;59.745417;8.170083
Vikersund Alpinsenter;59.965837;10.050297
Volda;62.154889;6.151250
Voss;60.629194;6.400889
Vr?dal;59.309790;8.439569
Wadahl;61.516512;9.772236
?l;60.626737;8.565091
?lsheia;58.918858;6.864480
?slia Skisenter;60.263306;11.023639
?rskogfjell;62.538500;6.965361
?rsta Skisenter;62.151139;6.287028
?sterdalen Skisenter;61.169462;11.295087
Malam Jabba;34.809755;72.566325
Nalter;35.9246;74.3671
Nathiagali;34.059534;73.392859
?nie?ka;50.768128;15.732977
Babia G?ra;49.573210;19.529057
Beskidek;49.716555;19.017817
Besters;50.655244;16.521062
Bialka Tatrzanska;49.389106;20.105025
Brenna;49.724783;18.902892
Butorowy Wierch;49.290314;19.906711
Cie?k?w;49.624868;18.931741
Czorsztyn;49.436267;20.323708
Dwie Doliny Muszyna;49.439609;20.713445
Gromadzyn (Ustrzyki);49.421873;22.597864
Gubalowka;49.306944;19.940278
Jaworki;49.400332;20.558685
Jaworzyna Krynicka;49.419240;20.926610
Jug?w Park;50.651134;16.523443
Jurg?w Hawran;49.327596;20.098153
Kalnica;49.195276;22.411655
Kamienica;50.239490;16.887139
Kasprowy Wierch;49.250000;19.983333
Krynica Zdr?j Jaworzyna;49.417618;20.895996
Laskowa;52.227617;20.975242
Laworta (Ustrzyki);49.449229;22.587691
Lesko;51.841986;16.593753
Limanowa Lysa Gora;49.716667;20.450000
Maciejowa;49.592078;19.999429
Magura Malastow;49.550000;21.216667
Nosal;49.282259;19.986502
Nowa Osada;49.637356;18.892006
Olesnice;50.380781;16.304898
Pardalowka;49.288020;19.974671
Partecznik;49.654518;18.871686
Pasieki;51.201932;21.449382
Pilsko Korbielow;49.567317;19.350428
Poznan-Malta;52.399643;16.979113
Ryman?w / Kiczera - Pu?awy;49.416667;21.933333
Siglany;49.638360;18.863533
Srzenica;50.791869;15.514169
Sucha Dolina;49.417283;20.640800
Szczyrk Czyrna Solisko;49.683818;19.031649
Szklarska Poreba;50.817707;15.516072
Szymoszkowa;49.293245;19.930515
Tylicz;49.400000;21.016667
Wierchomla;49.411772;20.766836
Wyci?g Bia?as?wka;49.479300;19.061967
Zajazd G??bce - U G?rala;49.617446;18.883327
Zakopane;49.296150;19.963831
Zawoja;49.613754;19.554041
Serra da Estrela;40.307275;-7.549117
Arieseni;46.507747;22.676664
Azuga;45.443556;25.576481
Baisoara;46.577500;23.464375
Balea Lac;45.603319;24.616761
Borsa;47.660419;24.631100
Busteni;45.355272;25.493104
Busteni & Azuga;45.445000;25.555278
Cavnic;47.656597;23.829778
Durau;46.998364;25.923458
Harghita Bai;46.385022;25.636634
Havas Bucsin - P?rtia Ski;46.654385;25.293274
Izvoare;47.751500;23.718989
Mogosa;47.671628;23.773728
Muntele Mic;45.366667;22.466667
Paltinis;45.682778;23.983611
Parang;45.387686;23.457373
Piatra F?nt?nele;47.230780;25.013218
Poiana Brasov;45.595244;25.552838
Predeal;45.509264;25.580539
Ranca;45.292092;23.688875
Semenic;45.083333;22.066667
Sinaia;45.330872;25.555478
Stana de Vale;46.691311;22.621600
Straja;45.320647;23.237643
Suior;47.669930;23.780782
Vatra Dornei;47.350231;25.369039
Abzakovo;53.794877;58.611525
Baikalms - ?????????;51.508340;104.119904
Dombai;43.294387;41.635462
Elbrus - Cheget;43.242699;42.519992
Golden Valley;60.523132;29.763392
Kappl;47.064212;47.064212
Kavgolovo - Toksovo;60.176474;30.537941
Kazan;55.796539;49.108200
Krasnaya Polyana;43.678109;40.205097
Mount Frontenac;44.514077;44.514077
Okhta-Park;60.128260;30.439730
Red Lake;60.534235;29.738102
Sheregesh;52.920508;87.995369
Shukolovo;56.229428;37.504831
Sorochany;56.276054;37.565174
Tyytari Park;59.691269;30.175753
Volen;56.283010;37.475224
Zavjalikha - Sawjalicha;54.792446;58.537767
Avala;43.969167;19.956111
Babin Zub;43.368889;22.608333
Brezovica;42.181316;21.033738
Divcibare;44.100000;20.000000
Goc;43.559394;20.850949
Golija;43.333333;20.283333
Jabuka;43.346350;19.514613
Kopaonik;43.250000;20.833333
Kusici - Ivanjica;43.500743;20.109083
O?trice - Ivanjica;43.571700;20.215889
Sjenica;43.274416;20.023508
Tara - Beli bor;43.901063;19.538363
Tornik;43.671312;19.647613
Zlatar;43.470399;19.809233
Zlatibor;43.728075;19.694739
?ertov Javorn?ky - Lazy pod Makytou;49.277719;18.227413
?i?many - ly?ovanie;48.947237;18.525904
?ierny Balog;48.743326;19.633219
?remo?n? - Medvedia dolina;48.846418;18.916436
?trbsk? Pleso;49.129962;20.056009
Ba?ova Rove? - Vy?n? Boca;48.929507;19.748216
Bansk? ?tiavnica - Hodru?sk? jazer?;48.504267;18.852450
Beskyd;49.500000;19.400000
Bezovec;48.667370;17.964990
Biele Vody;48.623418;19.618651
Brezovica;49.328669;19.661120
B??e;49.078514;20.949837
Chemosvit;49.040328;20.160283
Chopok Jasn?;48.934180;19.594196
Chvatimech;48.802023;19.560597
Donovaly Ski Centrum;48.879140;19.232470
Drienica;49.164541;21.134195
Fa?kovsk? Sedlo;48.961771;18.604178
Jahodn?;48.767902;21.129588
Jasensk? Dolina;49.012130;19.026868
Jasna;48.943655;19.590517
Javorovica Liptovsk? J?n;49.030004;19.670602
Jezersko - Bachledova dolina;49.274808;20.308248
J?lius Vy?n? Slan? - Chata Radzim;48.783713;20.348710
Kave?any;48.778616;21.196071
Kiczera - Hotel Stok;49.416667;18.825074
Klenovec Skoru?ina;48.659939;19.754109
Koj?ovsk? ho?a;48.770383;20.986306
Krahule;48.725395;18.940742
Kr?liky;48.733330;19.018718
Kuba?ok - Spi?sk? Bystr?;48.983584;20.242119
Kub?nska ho?a;49.257207;19.268110
Kuzm?novo;49.206324;19.289478
K?lnica - Piesky;48.754670;17.935551
Lanov? dr?ha na Geravy - N?rodn? park;48.867606;20.389592
Levo?a;49.065203;20.611685
Liptovsk? Tepli?ka;48.965954;20.088575
Litmanova;49.370147;20.621510
Lomnick? sedlo;49.299972;19.749425
Lopu?n? dolina - Ski Chem;49.039962;20.163580
Makov;49.344399;18.474618
Makovica nizna polianka;49.398016;21.396121
Malachov - Medvedica;48.712387;19.086277
Mal? Lu?ivn?;49.206454;19.155544
Martinsk? Hole;49.081832;18.869731
Meander Skipark;49.299972;19.749425
Mlynky;48.852827;20.403125
Mojt?n;48.979005;18.407763
M?to pod ?umbierom;48.841003;19.619698
Opalisko - Z?va?n? Poruba;49.040099;19.638003
Oravice - Meander Skipark;49.303697;19.756444
Oravsk? Lesn? - Orava Snow;49.383059;19.181665
Pav?in? Lehota LA ?iarce;49.033897;19.575291
Pezinsk? Baba;48.347177;17.193958
Plejsy Relax Center - Krompachy;48.898810;20.889439
Podbansk?;49.146233;19.901390
Podjavorn?k;49.297807;18.336752
Podkonice Ple?e - Chata Ski Centrum;48.813420;19.248047
Polomka Bu?n?k;48.842205;19.866728
Por?? - Ski Brodok - Por??ska dolina;48.877440;20.741091
Racibor - Oravsk? Podz?mok;49.255788;19.337150
Rajeck? Lesn?;49.035930;18.628426
Ratzoka horna marikova;49.247412;18.307044
Regetovka;49.419557;21.273047
STIV ?ertovica;48.903556;19.738895
Sekaniny - Lehota pod Vt??nikom;48.682371;18.612070
Selce-?achovo;48.804535;19.149340
Skalka pri Kremnici - Skalky;48.725165;18.940362
Ski Blanc;48.563239;18.663015
Ski TMG Remata;48.751956;18.774094
Skipark Erika;48.770383;20.986306
Skipark Ru?omberok - Malin? Brdo;49.053267;19.264695
Smrekovica;48.993003;19.201183
Snowland Val?ianska dolina;49.012456;18.803807
Soblahov - Chata pod Ostr?m vrchom;48.842690;18.105189
Spi?sk? Nov? Ves - Rittenberg;48.918700;20.540927
Star? Myjava Ski Land;48.818850;17.602542
Star? Smokovec - Hrebienok;49.141372;20.219227
Stebnicka-huta;49.415478;21.247308
Stupava;48.274922;17.031886
Tatranska Lomnica;49.177367;20.252432
Tatranske Lanove Drahy;49.165893;20.281191
Telg?rt;48.845270;20.220984
Tisovec Banovo;48.715833;19.861111
Tisovec Rejkovo;48.667500;19.925556
Tureck? - Kr?na;48.848846;19.092017
T?le;48.873342;19.601627
Vasi?ovsk? ho?a - Ski Z?bava - Hru?t?n;49.294329;19.250982
Ve?k? Ra?a;49.414848;18.935552
Vitanov?;49.342674;19.734634
Vr?tna;49.208290;19.042654
Vy?n? Ru?bachy Ski Park;49.314185;20.560978
Zdiar - Strednica;48.669025;19.699025
Zliechov;48.935009;18.444472
Zochova chata piesok;48.378519;17.276886
Zverovka - Sp?len?;49.231313;19.709077
liptovsky jan javororica;49.043685;19.639425
?achti?ky;48.801427;19.151360
?t?s-?ikm? Str??;48.705006;20.799665
?elezn? studni?ka - Kamz?k (Lanovka);48.190716;17.097269
?iar - Dolinky (?iarska dolina);49.132649;19.687147
?rna na Koro?kem;46.466169;14.841846
?rni vrh;46.249326;14.015864
Bled;46.360687;14.105838
Celjska ko?a;46.191597;15.266650
Cerkno;46.167261;14.053094
Dole Pri Litiji;46.037377;15.016226
Golte;46.370249;14.891537
Javornik;46.235298;13.995429
Kali?;45.776263;14.271238
Kandr?e;46.120000;14.839167
Kanin;46.351194;13.559852
Kobla;46.262812;13.959999
Kope;46.446000;14.982273
Kranjska Gora;46.481584;13.759248
Krpin;46.344453;14.228724
Krvavec;46.297752;14.533063
Logarska dolina;46.414528;14.682866
Mariborsko Pohorje/Areh;46.494683;15.259970
Osovje;46.261208;14.641278
Ravne;46.421875;15.066800
Rep?e;46.344453;14.228724
Rog ?rmo?njice;45.671349;15.088106
Rogla;46.453561;15.353501
Rudno;46.246440;14.172713
Seno?eta;46.296668;13.925671
Smu?arski Center Bela;45.645664;15.170539
Sn??n?k;45.576601;14.400719
Soriska planina;46.237311;14.140691
Stari vrh;46.159247;14.151143
Trije Kralji;46.474230;15.310704
Velika Planina;46.295555;14.651421
Velika planina;46.293643;14.665802
Vogel;46.271247;13.839181
Zelenica;46.355997;14.299266
?panov vrh;46.457374;14.067337
Tiffindell;-30.653260;27.926030
Alpensia;37.657194;128.672941
Alps Ski Resort;38.120186;128.463830
Bears Town;37.796385;127.251213
Cheonmasan Ski Resort;37.680556;127.275277
Daemyung Vivaldi Park Resort;37.644481;127.685680
Eden Valley Resort;35.422076;128.982345
Hansol Oak Valley Snow Park;37.417434;127.829766
Hyundai Sungwoo;37.392517;128.010662
Jisan Forest;37.231578;127.263824
Kangwon Land High 1;37.200667;128.836333
Konjiam Ski Resort;37.329014;127.282276
Muju Ski Resort;35.985725;127.752164
O2 Ski Resort;37.170325;128.956371
Phoenix Park;37.580722;128.328263
Sajo Blue Valley Resort;36.849496;127.975355
Seoul Ski Resort;37.650341;127.256475
Star Hill Resort;37.680556;127.275277
Yangji Pine;37.214300;127.290050
Yong Pyong;38.024137;128.169156
Alto Campoo;43.037591;-4.372215
Baqueira Beret;42.704060;0.938470
Boi Ta?ll;42.477961;0.869196
Centro de Esqu? Lunada.;43.165488;-3.654814
Cerler;42.586161;0.539908
Coll de Pal;42.313213;1.919767
El Morredero;42.409083;-6.518531
Espot Esqu?;42.564794;1.094223
Formigal;42.774781;-0.361844
Fuentes de Invierno;43.054204;-5.449719
Javalambre;40.115182;-1.018767
La Molina;42.322211;1.910814
La Pinilla;41.196029;-3.469534
Leitariegos;42.993271;-6.412435
Manzaneda;42.274841;-7.293722
Masella;42.350080;1.900205
Navacerrada;40.789051;-4.002430
Panticosa;42.723135;-0.280763
Pe?a Trevinca;42.318619;-6.735104
Port Ain?;42.434945;1.210164
Port del Comte;42.172683;1.563135
Punto de Nieve Santa In?s;42.038353;-2.784945
Rasos de Peguera;42.141712;1.764464
San Isidro;43.043282;-5.384970
Sierra Nevada;37.096687;-3.394594
Sierra de B?jar;40.384022;-5.764920
Tavasc?n;42.678371;1.219059
Teide Ski Resort;28.238464;-16.626434
Valdelinares;40.378328;-0.632339
Valdesqu?;40.804738;-3.970177
Valdezcaray;42.254696;-2.968626
Valgrande-Pajares;42.978687;-5.774007
Vall de N?ria;42.398021;2.154569
Valle del Sol;42.195231;-3.304104
Vallter 2000;42.427018;2.265032
Abisko Nuolja;68.368792;18.709653
Agn?sbacken;63.842197;19.266144
Almasa;63.502988;14.045332
Ammarn?s Fj?ll;65.961023;16.184825
Ans?tten;63.837111;14.032426
Asby alpina;60.291648;12.759889
Bjursas Ski Center;60.767345;15.461871
Bj?sta - Bj?stabacken;63.208054;18.476598
Bj?rkliden;68.402163;18.684742
Bj?rnrike;62.416685;13.941989
Bl?sj?liftarna;64.874828;14.241648
Bocksliden;64.533333;18.850000
Bollebacken;61.373112;16.347380
Bomyrberget;66.416667;20.600000
Borgafj?ll;64.834181;15.028189
Bran?s;60.658812;12.964358
Brudarebacken;57.697684;12.054315
Bryngfjorden;59.421508;13.466152
Buberget;64.308424;19.572464
Bydalen;63.102179;13.801913
Bydalsfj?llen;63.096379;13.783973
Bygdsiljum;64.356164;20.517131
Byr?sen;60.670767;13.661889
B?senberga;59.072051;15.921265
Dackestupet;57.305266;15.571709
Dundret;67.107477;20.642763
D?mlebacken;59.591095;13.414876
Ekebyhovsbacken;59.281098;17.834953
Ekesberget;60.170918;13.490024
Ekholmsn?sbacken;59.361500;18.181778
Fjallhalsen;63.109182;13.817424
Fj?llberget;60.088683;14.931071
Fj?tervalen;61.938332;12.988640
Flottsbro;59.230175;17.881015
Fun?sdalsberget;62.566667;12.533333
Galtis;66.108807;17.931584
Gesundaberget;60.878240;14.518413
Getberget;62.500000;16.083333
Gillersklack;59.912527;15.031768
Graftavallen;63.023420;13.940455
Granbergets - Leksand Ski;60.723877;14.878221
Gruvbacken;63.487392;13.121340
Gr?velfj?ll;62.084431;12.318003
G?ll? SK;62.923205;15.228304
Hallstaberget;63.150000;17.233333
Hallstahammar;59.616701;16.198517
Hammarbybacken;59.300175;18.110880
Hassela;62.133180;16.716694
Hemavan;65.816704;15.093008
Hoforsbacken;60.560651;16.331774
Hoglekardalen;63.086774;13.771394
Hovfj?llet;60.295901;12.966766
Hundfj?llet;61.176880;12.968463
H?gbyn;59.961047;15.716250
H?gfj?llet;61.153839;13.115788
Idre Fj?ll;61.886254;12.838211
Isaberg;57.436870;13.624220
J?ckvik Fj?llcenter;66.390275;16.965479
J?rabacken;57.766205;14.235593
J?rvs?backen;61.714867;16.169346
Kabdalis;66.156010;19.986698
Kalarneik;63.023041;16.080305
Kappruet;62.676178;12.772485
Kettilsas;57.406583;15.178750
Kinnekullebacken;58.617060;13.429681
Kittelfj?ll;65.252167;15.515190
Klimpfj?ll;65.061551;14.787169
Klutmarksbacken;64.766040;20.976634
Kl?ppen;61.154666;13.267997
Kl?vsj?fj?ll;62.503191;14.176139
Kullsta;63.114520;16.316012
Kungsberget;60.759090;16.497715
K?llviksbacken;60.570454;15.630741
Lindvallen;61.162365;13.196644
Ljungdalsberget;62.859667;12.802779
Lofsdalen;62.112429;13.294821
Luossavaara - Luossabacken;67.875814;20.223538
L?vhults Teknikbacken;57.654843;14.756935
Middagsberget;63.909905;19.795152
Mullsj? alpin;57.868202;13.766457
M?ttsund;65.558460;21.923389
Nalovardo;65.666667;17.533333
Nasfjallet;61.380462;12.940161
Nolbybacken;62.292883;17.372483
Nybrobacken;60.410633;15.466692
Ombergsliden;58.346100;14.721670
Ormberget;65.604124;22.190116
Orsa-Gr?nklitt;61.215107;14.544443
Pr?stberget - Vittj?ck;65.583333;19.116667
Ragnhildsborgsbacken;59.219476;17.616105
Ramundberget;62.701645;12.392674
Riksgr?nsen;68.425053;18.123265
Romme Alpin;60.406388;15.465555
R?ttviks;60.875576;15.145261
R?debybacken;56.262062;15.627357
Sk?rsj?valen;62.293737;13.381603
Sk?nviksbacken;62.468982;17.316885
Solberget;63.793246;17.628741
Sp?kbacken;58.948892;16.269714
Stenk?llegarden;58.681266;14.598163
Storklinten;65.161468;20.133806
Storlappberget;66.310076;22.799180
Storlien;63.315777;12.101993
Storstensh?jden;59.331632;14.930969
St?ten;61.267910;12.885985
Sunne;59.803274;13.035223
Svanstein Pullinki;66.649842;23.857838
Svartb?cksm?la;56.722086;15.935844
Sv?rdsj?liften;60.695300;15.938715
Sydalpin / Kungsbygget;56.369362;13.169088
S?fsen;60.123308;14.428372
S?len;61.160292;13.189666
Tand?dalen;61.175236;12.999465
Tjamstaberget;65.181796;18.750393
Tolvmannabacken;57.970300;15.618600
Trillevallen;63.266134;13.162082
T?nndalen;62.544356;12.333719
T?nn?skr?ket;62.414582;12.713062
T?rnaby;65.714243;15.290482
T?rberget;63.704860;16.848500
Ulricehamn;57.821215;13.413551
Valfj?llet;59.825786;12.259333
Vall?sen;56.384891;13.109009
Vemdalen;62.480973;13.963128
Vittj?kk;65.578702;19.057204
Vrenningebacken;56.800092;12.966024
V?rmulls?sen;60.022859;13.728842
V?sj?backen;59.453437;17.974277
V?ngabacken;56.177145;14.363441
W?sabergen;61.174653;14.084174
Yxbacken;58.669978;16.136154
?ppelbo;60.496645;14.143491
?lidberget;63.637535;19.285410
?re;63.399164;13.084501
?slia;64.162264;17.414079
Adelboden;46.490830;7.561906
Airolo - Pesci?m;46.524541;8.602306
Alpthal Brunni;47.043819;8.704294
Alt St. Johann;47.193327;9.288871
Amden;47.149782;9.143256
Andermatt;46.632892;8.594820
Anz?re;46.295297;7.394826
Arolla;46.027818;7.469373
Arosa;46.782982;9.678272
Avers;46.451288;9.546290
Ayer - Zinal;46.170711;7.397453
Balmberg;47.258356;7.530590
Beatenberg;46.699484;7.796612
Beckenried - Klewenalp;46.968595;8.472581
Belalp Blatten Naters;46.358991;7.984215
Bellwald;46.423201;8.160928
Bergbahnen Stoos;47.022179;8.647252
Berg?n;46.628990;9.745414
Bettmeralp;46.390216;8.062540
Bivio;46.468626;9.650316
Bosco Gurin;46.316267;8.493314
Bourg St-Pierre Super St-Bernard;45.898123;7.191522
Braunwald;46.937386;8.994640
Brigels;46.768015;9.061253
Brot-Dessus / Brot-Plamboz;46.972496;6.741120
Buttes - La Robella;46.886106;6.551378
B?rchen;46.281552;7.815989
Campo Blenio;46.558189;8.938918
Cardada;46.192597;8.786150
Cari;46.493647;8.820117
Champery;46.174917;6.871049
Champex - Lac;46.027462;7.104784
Chandolin St - Luc;46.237963;7.614640
Chateau d Oex;46.473296;7.128556
Chatel;46.283304;6.834871
Chur Brambr?esch;46.838939;9.525583
Churwalden;46.781078;9.543413
Corvatsch - Furtschellas;46.422279;9.783694
Crans Montana;46.312807;7.479219
Davos Jakobshorn;46.772103;9.849236
Davos Parsenn;46.804382;9.836855
Davos Pischa;46.802635;9.895935
Davos Rinerhorn;46.745440;9.780472
Diavolezza - Lagalb;46.412389;9.965457
Disentis;46.700937;8.840975
Ebenalp;47.286623;9.428551
Eischoll;46.293704;7.780381
Elm;46.913436;9.163362
Elsigenalp;46.479313;7.552189
Engelberg;46.819953;8.400647
Engstligenalp;46.479313;7.552189
Ernen;46.398529;8.145835
Espace D?le;46.425716;6.099491
Evol?ne;46.112559;7.496313
Feldis;46.791599;9.440247
Fideriser Heuberge;46.866024;9.725558
Fiesch;46.405063;8.136633
Flensa Seewis;46.988895;9.633226
Flims - Laax - Falera (Alpenarena);46.806088;9.257167
Flumserberg;47.093281;9.283545
Fontenais - Montvoie;47.374079;7.054562
