Resort;Country;Latitude;Longitude
Mollis Skilift Pinocchio;Switzerland;47.080066;9.093242
Mollis Skilift Schilt;Switzerland;47.093900;9.075358
Mol?son;Switzerland;46.561996;7.036888
Monte Tamaro;Switzerland;46.123660;8.915319
Moosalp;Switzerland;46.251803;7.828912
Morgins;Switzerland;46.237396;6.858772
Murren;Switzerland;46.566720;7.884810
Mutten;Switzerland;46.673163;9.490073
M?rlialp - Giswil;Switzerland;46.824244;8.108768
Nara/Leontica-Cancori;Switzerland;46.461698;8.895461
Nax;Switzerland;46.225357;7.462221
Nax (Mont Noble);Switzerland;46.228577;7.428018
Nendaz;Switzerland;46.181228;7.291294
Niesen;Switzerland;46.639072;7.693111
Obergoms;Switzerland;46.534924;8.350509
Oberholz;Switzerland;47.288159;8.941110
Obersaxen;Switzerland;46.748776;9.099594
Oeschinen Kandersteg;Switzerland;46.488938;7.671204
Ovronnaz;Switzerland;46.203636;7.163521
Pany-Luzein;Switzerland;46.928189;9.771212
Pizol;Switzerland;46.978542;9.419304
Pontresina;Switzerland;46.490991;9.906772
Prato;Switzerland;46.482956;8.756939
Randa;Switzerland;46.101821;7.780866
Riederalp;Switzerland;46.377363;8.025321
Rigi;Switzerland;47.053751;8.474922
Rochers-de-Naye;Switzerland;46.435867;6.987142
Rotenfluh;Switzerland;47.017851;8.700364
Rougemont;Switzerland;46.485576;7.208464
Saas - Grund Hohsaas;Switzerland;46.138409;7.965055
Saas Almagell;Switzerland;46.094133;7.957277
Saas Fee;Switzerland;46.113367;7.934646
Sainte Croix - Les Rasses;Switzerland;46.830364;6.541167
Samnaun;Switzerland;46.979883;10.375009
San Bernardino;Switzerland;46.462578;9.184391
Sarn Heizenberg;Switzerland;46.722276;9.404313
Sattel Hochstuckli;Switzerland;47.064988;8.653966
Savognin;Switzerland;46.596513;9.598091
Schwarzsee Riggisalp;Switzerland;46.658708;7.293612
Scuol;Switzerland;46.795165;10.299957
Sedrun;Switzerland;46.681300;8.774665
Seebodenalp;Switzerland;47.066670;8.469058
Selital;Switzerland;46.755043;7.377187
Sils;Switzerland;46.432461;9.772953
Simmental - Diemtigtal;Switzerland;46.649775;7.566404
Skilift Blatten;Switzerland;47.404755;9.445513
Skilift Engi;Switzerland;46.982184;9.153008
Skilift Fischenthal;Switzerland;47.322838;8.927136
Skilift Gh?ch;Switzerland;47.333970;8.901470
Skilift Grub-Kaien;Switzerland;47.443670;9.502949
Skilift H?rnli;Switzerland;47.313050;9.209879
Skilift Oberegg;Switzerland;47.420122;9.547553
Skilift Osteregg;Switzerland;47.310943;9.284589
Skilift Rossberg;Switzerland;46.637762;7.444997
Skilift Steg;Switzerland;47.344761;8.932697
Skilift Trogen;Switzerland;47.399003;9.486512
Skilift V?gelinsegg;Switzerland;47.412519;9.431320
Skilifte Alpsteinblick;Switzerland;47.319293;9.339797
Skilifte Schwellbrunn;Switzerland;47.345228;9.229360
Skilifte Springenboden;Switzerland;46.618976;7.577769
Sommartel Le Locle;Switzerland;47.033238;6.745745
Spl?gen Tambo;Switzerland;46.550000;9.316667
St. Ant?nien;Switzerland;46.969626;9.813476
St. Moritz;Switzerland;46.499395;9.836296
St. Niklaus;Switzerland;46.177036;7.802130
St. Stephan;Switzerland;46.512141;7.393965
Sunnb?el;Switzerland;46.457943;7.650444
S?ntis Schw?galp;Switzerland;47.249277;9.342156
S?renberg;Switzerland;46.820656;8.033825
Tele-Ovronnaz;Switzerland;46.203636;7.163521
Televerbier;Switzerland;46.093543;7.233942
Thyon 2000 Les Collons;Switzerland;46.181920;7.372588
Torgon;Switzerland;46.314621;6.864618
Tschappina-Urmein-Heinzenberg;Switzerland;46.688519;9.373518
Tschentenalp;Switzerland;46.479313;7.552189
Tschiertschen;Switzerland;46.817512;9.606474
T?l?ski La Golatte s/Montoz;Switzerland;47.211323;7.224837
T?l?ski Les Breuleux;Switzerland;47.194165;7.014986
T?l?ski Les Genevez;Switzerland;47.248425;7.136147
T?l?ski Les Verri?res;Switzerland;46.900818;6.477427
T?l?ski Nods - Chasseral;Switzerland;47.117798;7.078471
T?l?ski Plagne;Switzerland;47.187439;7.284885
T?l?ski Renan;Switzerland;47.123390;6.933154
T?l?ski Sous le Mont. Tavannes;Switzerland;47.217334;7.216470
T?l?ski Tramelan;Switzerland;47.214322;7.084118
T?l?ski de Grandval;Switzerland;47.264346;7.429150
T?l?ski du Chaluet - Court;Switzerland;47.242985;7.387966
T?l?ski du Pr? de la Charogne;Switzerland;47.043536;6.802841
T?l?skis Dent de Vaulion;Switzerland;46.680073;6.361479
T?l?skis Les Pr?s-d'Orvin;Switzerland;47.150172;7.171300
T?te-de-Ran;Switzerland;47.046621;6.867920
Unterb?ch - Eischoll;Switzerland;46.303988;7.801070
Val d?Illiez;Switzerland;46.206624;6.865759
Vall?e de Joux;Switzerland;46.638900;6.267542
Vals 3000 - Valsertal;Switzerland;46.617550;9.180880
Verbier;Switzerland;46.096770;7.229223
Vercorin;Switzerland;46.257299;7.530739
Veysonnaz;Switzerland;46.195818;7.342804
Villars - Gryon;Switzerland;46.280125;7.069069
Wengen;Switzerland;46.599300;7.918080
Wildhaus;Switzerland;47.207511;9.356830
Winterhorn;Switzerland;46.616625;8.562878
Wirzweli Dallenwil;Switzerland;46.914319;8.363037
Zermatt;Switzerland;46.019338;7.746026
Zinal;Switzerland;46.135143;7.625891
Takob Ski;Tajikistan;38.830000;68.950000
Davras;Turkey;37.770511;30.743351
Elmadag;Turkey;39.916900;33.242700
Erciyes;Turkey;38.532222;35.450555
Kartalkaya -;Turkey;40.591014;31.805248
Nango;Turkey;37.266906;37.266906
Palandoken;Turkey;39.848697;41.284781
Saklikent;Turkey;36.843056;30.336389
Uludag;Turkey;40.070556;29.223333
Zigana;Turkey;40.649000;39.392800
llgaz Dagi;Turkey;41.094444;33.825000
Bukovel;Ukraine;48.360278;24.392222
Dragobrat - ?????????;Ukraine;48.230371;24.242002
Krasiya;Ukraine;48.949621;22.659708
Migovo;Ukraine;48.133034;25.346152
Mizhhirya;Ukraine;48.497012;23.495458
Mount Pohar - Pogar;Ukraine;48.937778;23.261944
Oryavchyk - Oryavchik;Ukraine;48.944682;23.262896
Plai;Ukraine;48.901172;23.299524
Protasov Yar;Ukraine;50.423283;30.499250
Pylypets;Ukraine;48.670642;23.333175
Slavsko;Ukraine;48.831769;23.459936
Trostian;Ukraine;48.856384;23.402476
Tysovets - ???????;Ukraine;49.002576;23.302002
Velykyy Verkh Mt - Zakhar Berkut;Ukraine;48.787701;23.475152
Verkhovyna;Ukraine;48.156251;24.849158
Volovets-podobovets;Ukraine;48.673614;23.294480
Yablunytsia;Ukraine;48.316111;24.503333
Yasinya;Ukraine;48.270050;24.374849
Another World;United Kingdom;53.779533;-1.899034
Cairngorm;United Kingdom;57.116941;-3.642689
Glencoe;United Kingdom;56.681034;-5.099030
Glenshee;United Kingdom;56.880600;-3.414300
Hardwood;United Kingdom;54.734677;-2.347344
Lake District Ski Club;United Kingdom;54.548757;-3.014198
Lecht;United Kingdom;57.167557;-3.230650
Nevis Range;United Kingdom;56.852093;-4.998736
Ski-Allenheads;United Kingdom;54.801479;-2.214311
Swinhope Moor - Weardale;United Kingdom;54.696563;-2.175012
Yad Moss;United Kingdom;54.734677;-2.347344
49 degrees North Mountain Resort;United States;48.302380;-117.564011
Afton Alps;United States;44.855556;-92.789167
Alpenglow;United States;61.243685;-149.509949
Alpine Meadows;United States;39.165280;-120.238998
Alpine Mountain;United States;41.116801;-75.227626
Alpine Valley;United States;41.525429;-81.260864
Alpine Valley;United States;42.650489;-83.521217
Alpine Valley Resort;United States;42.645890;-88.627370
Alta Ski Area;United States;40.587700;-111.638000
Alyeska;United States;60.968145;-149.095743
Andes Tower Hills;United States;45.854896;-95.634428
Angel Fire;United States;36.387278;-105.273895
Antelope Butte;United States;44.856972;-107.309611
Anthony Lakes;United States;44.963826;-118.234520
Appalachian Ski Mountain;United States;36.175129;-81.658161
Apple Mountain;United States;43.472647;-84.101669
Arapahoe Basin;United States;39.642100;-105.872000
Arizona Snowbowl;United States;35.331065;-111.709260
Arrowhead;United States;39.631800;-106.562000
Ascutney Mountain;United States;43.463400;-72.466700
Aspen Snowmass;United States;39.191111;-106.816944
Attitash - Bear Peak;United States;44.082500;-71.231200
Ausblick;United States;43.135059;-88.264076
Badger Mountain Ski Area;United States;47.612630;-120.129565
Badger Pass Ski Resort;United States;37.662521;-119.664116
Bald Mountain;United States;46.566530;-115.871997
Bear Creek;United States;40.515540;-75.555200
Bear Creek;United States;43.536854;-72.746043
Bear Mountain;United States;34.245514;-116.909913
Bear Paw Ski Bowl;United States;48.164349;-109.669325
Bear Valley;United States;38.464443;-120.038272
Bears Den;United States;46.526122;-97.935195
Beaver Creek;United States;39.604000;-106.517000
Beaver Mountain Ski Area;United States;41.968256;-111.541228
Belleayre Mountain;United States;42.136376;-74.508856
Berkshire East;United States;42.621234;-72.877814
Berthoud Pass;United States;39.798100;-105.776000
Big Creek;United States;41.645338;-81.182356
Big Horn;United States;44.063416;-107.380667
Big Powderhorn;United States;46.509528;-90.090840
Big Rock Ski Area;United States;46.522071;-67.829732
Big Sky;United States;45.249996;-111.405358
Big Squaw Mountain;United States;45.458930;-69.591870
Big Tupper Ski Area;United States;44.174017;-74.476038
Birch Hill Ski & Snowboard Area;United States;64.870702;-147.646679
Bittersweet;United States;42.464784;-85.757238
Black Mountain;United States;44.166300;-71.164800
Blackjack;United States;46.502587;-90.005236
Blacktail;United States;48.010783;-114.364016
Blandford Ski Area;United States;42.194776;-72.910403
Blue Hills Ski Area;United States;42.215742;-71.119257
Blue Knob;United States;40.354519;-78.553627
Blue Marsh;United States;40.420335;-76.120859
Bobcat Ski Center;United States;42.225852;-74.747567
Bogus Basin;United States;43.764600;-116.103145
Bolton Valley;United States;44.421977;-72.851343
Boreal Ski;United States;39.335128;-120.352874
Boston Mills - Brandywine;United States;41.264777;-81.562564
Bottineau Winter Park;United States;48.867310;-100.401780
Bousquets Ski Area;United States;42.418936;-73.276319
Boyne;United States;45.163383;-84.931890
Boyne Highlands;United States;45.469950;-84.938456
Brantling;United States;43.148736;-77.068060
Breckenridge;United States;39.478100;-106.051000
Bretton Woods;United States;44.259900;-71.457700
Brian Head;United States;37.692445;-112.847978
Bridger Bowl;United States;45.818033;-110.892563
Brighton;United States;40.619100;-111.592000
Bristol Mountain;United States;42.745948;-77.401664
Brodie Mountain;United States;42.555273;-73.290435
Bromley Mountain;United States;43.212892;-72.934963
Brundage;United States;45.001754;-116.158928
Bryce Resort;United States;38.821014;-78.763676
Buck Hill;United States;44.723056;-93.283333
Buckhorn Ski Area;United States;34.288893;-117.646722
Buena Vista;United States;47.658288;-94.878047
Burke Mountain;United States;44.587128;-71.904297
Butternut Basin;United States;42.183992;-73.320615
Caberfae Peaks;United States;44.242042;-85.717107
Camden Snow Bowl;United States;44.216705;-69.133794
Camelback;United States;41.053834;-75.356171
Campgaw Mountain;United States;41.058539;-74.194901
Canaan Valley;United States;39.101775;-79.474052
Cannon Mountain;United States;44.178400;-71.701500
Cannonsburg;United States;43.053719;-85.502326
Cascade Mountain;United States;43.499850;-89.507632
Cascade World Four Season Resort;United States;41.540432;-122.003061
Cat Ski Mt. Bailey;United States;43.155139;-122.220000
Cataloochee Ski Area;United States;35.562480;-83.089453
Catamount Ski Area;United States;42.169861;-73.476527
Cedar Pass Snow Park;United States;41.556074;-120.262963
Chestnut Mountain;United States;42.319209;-90.391903
Christie Mountain;United States;45.509531;-91.380453
Christmas Mountain Village;United States;43.612000;-89.865060
Clear Fork Ski Area;United States;40.593151;-82.412399
Cloudmont;United States;34.538308;-85.601692
Cochran Ski Area;United States;44.395095;-72.981511
Cockaigne;United States;42.264987;-79.163361
Coffee Mill;United States;44.364866;-92.043735
Cooper Spur;United States;45.380673;-121.671742
Copper Mountain;United States;39.500000;-106.156000
Cortina Mountain;United States;42.189748;-74.119328
Cottonwood Butte;United States;46.078798;-116.427968
Cranmore;United States;44.057400;-71.111200
Crested Butte;United States;38.899200;-106.966000
Crotched Mountain;United States;43.011900;-71.876400
Crystal Mountain;United States;44.518949;-85.985553
Crystal Mountain;United States;46.936300;-121.473000
Crystal Ridge;United States;42.920609;-88.009273
Dartmouth Skiway;United States;43.791245;-72.101536
Deer Mountain;United States;44.308500;-103.818000
Deer Valley Resort;United States;40.642093;-111.459045
Devil's Head Lodge;United States;43.385380;-89.633579
Diamond Peak;United States;39.250362;-119.928173
Diamond Peak;United States;39.253481;-119.923922
Discovery ski area;United States;46.154698;-112.998126
Dodge Ridge;United States;38.189863;-119.956727
Donner Ski Ranch;United States;39.316372;-120.331468
Dry Hill;United States;43.931141;-75.901780
Durango;United States;37.630200;-107.814000
Eagle Mountain Resort;United States;39.318520;-120.601830
Eagle Point;United States;38.322145;-112.384263
Eagle Rock;United States;40.921020;-76.096749
Eaglecrest;United States;58.265876;-134.506290
Eaton Mountain;United States;44.768250;-69.618849
Echo Mountain Park;United States;39.684930;-105.512588
Echo Valley Ski Area;United States;47.935971;-120.056185
Eldora Mountain Resort;United States;39.937300;-105.581000
Elk Mountain;United States;41.715081;-75.560741
Four Lakes;United States;41.780891;-88.082101
Four Seasons Ski Center;United States;43.034887;-75.971878
Franklin Veterans Memorial Ski Area;United States;43.444985;-71.693420
Frostfire Mountain;United States;48.917092;-98.055277
Fun Valley;United States;41.567065;-92.572438
Giants Ridge;United States;47.575480;-92.300732
Gold Mountain;United States;39.753349;-120.705402
Gore Mountain;United States;43.673366;-74.048581
Grand Geneva;United States;42.610006;-88.405255
Grand Targhee Resort;United States;43.787113;-110.959296
Granite Gorge;United States;42.967842;-72.251060
Granite Peak;United States;44.928906;-89.682734
Granlibakken;United States;39.143777;-120.197826
Great Bear Recreation Park;United States;43.582362;-96.665311
Great Divide;United States;46.750800;-112.327309
Greek Peak;United States;42.501349;-76.143738
Gunstock;United States;43.540100;-71.364600
Hanson Hills Recreation Area;United States;44.661926;-84.713389
Hawksnest ski resort;United States;36.143787;-81.825582
Heavenly;United States;38.940259;-119.936775
Hennepin Parks;United States;44.844090;-93.362713
Hesperus Ski Area;United States;37.299491;-108.055165
Hickory Ski Center;United States;43.470071;-73.811216
Hidden Valley;United States;41.186869;-74.480786
Hidden Valley Resort;United States;40.023122;-79.302707
Hidden Valley Ski Area;United States;38.535540;-90.652467
Hilltop;United States;61.432837;-149.370857
Hogadon Basin Ski Area;United States;42.745520;-106.338637
HoliMont;United States;42.272572;-78.690707
Holiday Mountain;United States;41.626352;-74.609212
Holiday Valley;United States;42.263379;-78.677938
Homewood Mountain Resort;United States;39.085023;-120.161459
Hoodoo;United States;44.408156;-121.871338
Howelsen Hill Ski Area;United States;40.483548;-106.839552
Huff Hills;United States;46.575157;-100.714108
Hunt Hollow Ski Club;United States;42.647200;-77.473900
Hunter Mountain;United States;42.177868;-74.230420
Hurricane Ridge;United States;47.974812;-123.517965
Hyland Hills Ski & Snowboard;United States;44.851469;-93.366118
Indianhead Mountain;United States;46.499886;-89.972188
Jack Frost & Big Boulder;United States;41.106746;-75.653679
Jackson Hole;United States;43.586700;-110.829000
Jay Peak;United States;44.938900;-72.498500
Jiminy Peak;United States;42.555273;-73.290435
June Mountain;United States;37.768342;-119.090804
Kelly Canyon;United States;43.645951;-111.630298
Kendall Mountain;United States;37.811199;-107.656402
Keystone;United States;39.613623;-105.987511
Killington;United States;43.626900;-72.796600
King Pine;United States;43.870700;-71.086966
Kirkwood;United States;38.684440;-120.069750
Kissing Bridge;United States;42.601790;-78.653539
Kratka Ridge - Snowcrest;United States;34.349464;-117.928786
Labrador Mountain;United States;42.741608;-76.029851
Lake City Ski Hill;United States;38.009588;-107.311449
Las Vegas Ski;United States;36.305632;-115.677918
Laurel Mountain Ski Resort;United States;40.156463;-79.167808
Leavenworth Ski;United States;47.613714;-120.668635
Lee's Ski Hill;United States;38.018255;-107.670729
Liberty Mountain;United States;39.762037;-77.374563
Little Ski Hill;United States;44.930172;-116.162696
Little Switzerland;United States;43.337247;-88.274343
Lookout Pass;United States;47.456189;-115.695704
Loon Mountain;United States;44.056300;-71.630200
Lost Trail;United States;45.692491;-113.951392
Lost Trail;United States;45.693965;-113.948414
Lost Valley;United States;44.136569;-70.280907
Loup Loup;United States;48.390980;-119.917850
Loveland;United States;39.719071;-105.697060
Lutsen Mountains;United States;47.654024;-90.712715
Mad River Glen;United States;44.201800;-72.918700
Mad River Mountain;United States;40.316050;-83.681169
Magic Mountain;United States;43.201766;-72.773565
Magic Mountain;United States;45.693965;-113.948414
Mammoth Mountain;United States;37.561996;-118.850097
Maple Ski Ridge;United States;42.822791;-74.033260
Marquette;United States;46.506949;-87.426291
Marshall Mountains;United States;46.919717;-113.906594
Massanutten;United States;38.398562;-78.713147
Maverick Mountain;United States;45.434924;-113.129488
McCauley Mountain;United States;43.692567;-74.961284
Meany Lodge;United States;47.000000;-121.315800
Methow Valley;United States;48.460572;-120.252914
Middlebury;United States;43.939932;-72.958058
Missaukee Mountain Ski Area;United States;44.391655;-85.227178
Mission Ridge;United States;47.315890;-120.385790
Mohawk;United States;41.845266;-73.313965
Monarch;United States;38.512600;-106.332000
Mont Ripley;United States;47.129017;-88.554611
Montage Mountain;United States;41.378761;-75.672127
Montana Snow Bowl;United States;47.018260;-114.004357
Moonlight Basin;United States;45.302542;-111.429519
Moose Mountain;United States;64.949483;-147.958919
Mount Abram;United States;44.381099;-70.705028
Mount Bohemia;United States;47.391657;-88.013734
Mount Eyak Ski Area;United States;60.563202;-145.713598
Mount Greylock;United States;42.634404;-73.215324
Mount Kato;United States;44.131355;-94.036345
Mount Peter;United States;41.247892;-74.295410
Mount Pisgah;United States;44.345285;-74.126236
Mount Shasta Board & Ski Park;United States;41.268618;-122.214731
Mount Snow;United States;42.966000;-72.891700
Mount Southington;United States;41.582598;-72.925103
Mount Sunapee;United States;43.332000;-72.079900
Mount Waterman;United States;34.349525;-117.928711
Mountain Creek;United States;41.229789;-74.435489
Mountain High;United States;34.376400;-117.688000
Mountain View Ski Resort;United States;41.829194;-80.100979
Mt LaCrosse;United States;43.745382;-91.187210
Mt. Ashland;United States;42.186684;-122.661495
Mt. Aurora Skiland;United States;65.054749;-147.409208
Mt. Bachelor;United States;44.001400;-121.667000
Mt. Baker;United States;48.861600;-121.659000
Mt. Baldy;United States;34.274340;-117.609739
Mt. Brighton;United States;42.540397;-83.812993
Mt. Crescent;United States;41.392326;-95.858512
Mt. Holly;United States;42.830264;-83.562203
Mt. Hood Meadows;United States;45.333905;-121.666093
Mt. Hood Skibowl;United States;45.297358;-121.756432
Mt. Jefferson;United States;45.357272;-68.283548
Mt. Lemmon Ski Valley;United States;32.448300;-110.780000
Mt. Rose - Ski Tahoe;United States;39.329009;-119.885680
Mt. Spokane;United States;47.911159;-117.104522
Mulligan's Hollow;United States;43.059864;-86.240834
Mystic Mountain;United States;39.802940;-79.554373
Nashoba Valley;United States;42.542979;-71.444933
Nashville Indiana Ski World;United States;39.212536;-86.244520
New Hermon Mountain;United States;44.780914;-68.957319
Nordic Mountain;United States;44.121630;-89.181546
Northstar;United States;39.273985;-120.119464
Nubs Nob;United States;45.470007;-84.902797
Oak Mountain;United States;43.512393;-74.360349
Ober Gatlinburg;United States;35.725798;-83.515402
Oglebay;United States;40.108618;-80.638778
Okemo;United States;43.399000;-72.717600
Otis Ridge;United States;42.196524;-73.099001
Pajarito;United States;36.059091;-106.390228
Paoli Peaks;United States;38.555278;-86.512222
Park City Mountain Resort;United States;40.651528;-111.506710
Pats Peak;United States;43.163000;-71.797300
Pebble Creek;United States;42.777988;-112.159804
Peek'n Peak Resort;United States;42.063435;-79.735427
Perfect North Slopes;United States;39.147502;-84.886122
Pico Mountain;United States;43.661800;-72.843100
Pine Knob;United States;42.751536;-83.380283
Polar Peak Ski Resort;United States;42.122706;-73.690431
Pomerelle;United States;42.317605;-113.607689
Porcupine Mountains;United States;46.784497;-89.641658
Powder Mountain;United States;41.379993;-111.781426
Powder Ridge;United States;45.341879;-94.302555
Powderhorn;United States;39.069500;-108.151000
Powderhouse Hill;United States;43.236944;-70.802222
Quechee Club;United States;43.656910;-72.440468
Ragged Mountain;United States;43.485300;-71.841000
Raging Buffalo;United States;42.147091;-88.294087
Red Lodge;United States;45.190745;-109.336001
Red River;United States;36.700769;-105.408669
Rocking Horse Ranch;United States;41.686235;-74.020431
Royal Gorge;United States;39.303084;-120.391753
Royal Mountain Ski Area;United States;43.080578;-74.500697
Saddleback;United States;44.945952;-70.526339
Sandia;United States;35.191896;-106.482421
Santa Fe;United States;35.795817;-105.802631
Sawkill Family Ski Center;United States;41.984562;-74.046061
Scaly Mountain Ski Area;United States;35.021008;-83.306890
Schweitzer;United States;48.368334;-116.623160
Seven Oaks;United States;42.034638;-93.978352
Seven Springs;United States;40.025095;-79.291537
Shanty Creek Resort;United States;44.949541;-85.175018
Shawnee Mountain Ski Area;United States;41.080900;-75.134100
Shawnee Peak;United States;44.054308;-70.813760
Shirley Meadows;United States;35.710706;-118.554717
Showdown;United States;46.957119;-110.743616
Sierra Summit;United States;34.237500;-116.888000
Sierra at Tahoe;United States;38.761966;-120.145245
Silver Mountain;United States;47.538923;-116.129579
Silver Ridge Resort;United States;43.835025;-84.866967
Silverton Mountain;United States;37.895245;-107.653702
Sipapu;United States;36.149852;-105.554763
Sitzmark;United States;48.898182;-119.165824
Ski Apache;United States;33.389205;-105.810657
Ski Beech;United States;36.194729;-81.878926
Ski Big Bear;United States;41.521109;-75.024522
Ski Bluewood;United States;46.082400;-117.851286
Ski Bradford;United States;42.194776;-72.910403
Ski Brule;United States;46.028986;-88.700522
Ski Cooper;United States;39.360100;-106.301000
Ski Denton;United States;41.778271;-78.021464
Ski Green Valley;United States;34.238521;-117.082629
Ski Gull;United States;46.427658;-94.385472
Ski Liberty;United States;40.457738;-79.739896
Ski Plattekill;United States;42.288890;-74.652482
Ski Rio;United States;36.863141;-105.452099
Ski Roundtop;United States;40.099489;-76.908932
Ski Sapphire;United States;35.123716;-83.051969
Ski Sawmill;United States;41.520347;-77.289924
Ski Sunburst;United States;43.493806;-88.224093
Ski Sundown;United States;41.884800;-72.946642
Ski Sunrise;United States;38.665943;-120.051491
Skiteton Pass;United States;47.929399;-112.804774
Sky Valley Ski Area;United States;34.984309;-83.330858
Sleeping Giant Area;United States;44.492445;-109.942129
Smuggler's Notch;United States;44.589600;-72.790900
Snow Creek;United States;39.465066;-94.974241
Snow King;United States;43.472700;-110.758000
Snow Ridge Ski Area;United States;43.638868;-75.419970
Snow Snake;United States;43.955497;-84.787254
Snow Summit;United States;34.236610;-116.888320
Snow Trails;United States;40.675550;-82.500614
Snow Valley;United States;34.224781;-117.036113
Snowbasin;United States;41.216059;-111.856917
Snowbird;United States;40.579000;-111.666000
Snowflake Nordic Center;United States;46.826393;-92.136303
Snowhaven;United States;45.869172;-116.089721
Snowshoe Mountain;United States;38.410394;-79.995344
Snowstar;United States;41.435303;-90.721103
Snowy Range;United States;41.294601;-105.517107
Sn? Mountain;United States;41.350119;-75.664298
Soda Springs;United States;39.321534;-120.380366
SolVista Basin;United States;40.043617;-105.903053
Soldier Mountain;United States;43.509369;-114.824367
Solitude Mountain Resort;United States;40.620626;-111.592231
Song Mountain Resort;United States;42.774298;-76.159265
Spicy Run Mountain;United States;39.076061;-83.207870
Spirit Mountain;United States;46.722096;-92.219628
Spout Springs;United States;45.755030;-118.054290
Spring Mountain;United States;40.273141;-75.450132
Squaw Valley;United States;39.196384;-120.234965
Steamboat;United States;40.497876;-106.831055
Steeplechase Ski;United States;44.244707;-92.521362
Stevens Pass;United States;47.744400;-121.090000
Stowe;United States;44.529200;-72.783000
Stratton Mountain;United States;43.113400;-72.904700
Sugar Bowl;United States;39.301521;-120.334711
Sugar Mountain Ski Area;United States;36.129303;-81.855684
Sugarbush;United States;44.135500;-72.893400
Sugarloaf;United States;45.055900;-70.308900
Suicide Six;United States;43.664021;-72.544617
Summit Ski Area;United States;45.298741;-121.755962
Sun Valley;United States;43.682758;-114.402265
Sundance Resort;United States;40.391400;-111.578000
Sunday River;United States;44.469400;-70.846700
Sundown Mountain;United States;42.511938;-90.823088
Sunlight;United States;39.399200;-107.337000
Sunrise Park;United States;34.074337;-109.362000
Swain;United States;42.477256;-77.854528
Swiss Valley;United States;41.954706;-85.825759
Tahoe Donner;United States;39.353230;-120.261042
Tamarack Resort;United States;44.709894;-116.140510
Tanglwood;United States;41.405960;-75.183330
Taos;United States;36.594400;-105.450000
Telemark Resort;United States;46.187483;-91.245284
Telluride;United States;37.950695;-107.811584
Temple Mountain;United States;42.847400;-71.884400
Tenney Mountain;United States;43.747300;-71.764400
Terry Peak;United States;44.308822;-103.811779
Teton Pass;United States;47.929399;-112.804774
The Balsams;United States;44.854699;-71.319613
The Canyons;United States;40.683761;-111.555764
The Homestead;United States;37.996587;-79.822431
The Homestead;United States;44.915791;-85.970630
The Summit - Aspental;United States;47.444900;-121.427000
The Summit At Snoqualmie;United States;47.392100;-121.397000
The Whitecap Mountains;United States;46.311771;-90.444971
Thunder Ridge;United States;41.507913;-73.585185
Timber Ridge;United States;42.391465;-85.779071
Timberline;United States;39.037236;-79.443919
Timberline Lodge Ski Area;United States;45.330910;-121.710491
Titcomb Mountain;United States;44.649972;-70.170289
Titus;United States;44.763616;-74.233418
Toggenburg Mountain;United States;42.825327;-75.963395
Treetops Sylvan Resort;United States;45.027422;-84.592352
Trinity Mountain Resort;United States;34.237146;-117.076910
Trollhaugen;United States;45.352100;-92.615900
Tuckerman Ravine;United States;44.261700;-71.296000
Turner Mountain;United States;48.605712;-115.629905
Tussey Mountain;United States;40.769557;-77.754107
Tuxedo Ridge;United States;41.248548;-74.226653
Tyrol Basin;United States;43.045809;-89.780188
Vail;United States;39.647204;-106.373749
Villa Olivia;United States;42.012833;-88.219123
Villa Roma Ski Area;United States;41.760339;-74.967540
Wachusett Mountain;United States;42.503476;-71.886456
Ward Hill;United States;42.302021;-71.682121
Warner Canyon;United States;42.237490;-120.295830
Waterville Valley;United States;43.965300;-71.527100
Welch Village;United States;44.560141;-92.728214
West Mountain Ski Center;United States;43.292552;-73.726705
Whaleback;United States;43.602506;-72.180559
White Pass;United States;46.638584;-121.389633
White Pine Ski Area;United States;42.977724;-109.757374
Whiteface;United States;44.353437;-73.863058
Whitefish;United States;48.483139;-114.357669
Whitetail;United States;39.741655;-77.932366
Wild Mountain;United States;45.498796;-92.713749
Wildcat;United States;44.263800;-71.236600
Willamette Pass;United States;43.600401;-122.038088
Willard Mountain;United States;43.021373;-73.516294
Williams Ski Area;United States;35.578520;-112.222836
Wilmot Mountain;United States;42.505874;-88.190865
Windham Mountain;United States;42.300595;-74.256517
Winter Park;United States;39.889400;-105.763000
Wintergreen;United States;37.930000;-78.941667
Winterplace;United States;37.590000;-81.115000
Wisp;United States;39.556746;-79.363377
Wolf Creek;United States;37.473700;-106.793000
Wolf Laurel Ski Area;United States;35.955581;-82.512922
Wolf Mountain Eden;United States;41.310008;-111.864804
Woodbury;United States;41.629000;-73.298000
Woods Valley Ski Area;United States;43.302570;-75.384922
Yawgoo Valley;United States;41.517609;-71.527349
Yellowstone Club;United States;45.247288;-111.370544
Beldersay;Uzbekistan;41.435785;69.979716
Chimgan;Uzbekistan;41.541424;70.016859
